Shipment_ID,Origin_City,Destination_City,Shipment_Type,Weight_kg,Distance_km,Customer_Segment,On_Time,vehicle_type,fuel_type,traffic_intensity,avg_speed_kmph,capacity_kg,load_factor,emission_factor,co2_emission_kg,lane_id
37,Samsun,Bursa,Deniz,757.74,1067.8,Bireysel,1,Electric,Petrol,1,72.14747244074567,4000.0,0.2,0.05,10.678,Samsun_Bursa
38,Konya,Samsun,Hava,1872.96,1198.4,Kurumsal,1,Diesel,Petrol,2,45.26093557230893,12000.0,0.2,0.45,107.85600000000002,Konya_Samsun
39,Ankara,Antalya,Hava,1351.9,1515.8,Bireysel,1,Electric,Petrol,1,93.7390903099956,4000.0,0.337975,0.05,25.61512525000001,Ankara_Antalya
40,Bursa,Kayseri,Kara,236.47,1265.8,Bireysel,1,Diesel,Petrol,1,72.12657499565191,12000.0,0.2,0.45,113.922,Bursa_Kayseri
41,Samsun,İzmir,Kara,89.37,1220.5,Bireysel,1,Hybrid,Petrol,1,60.09922148619317,,,,,Samsun_İzmir
42,Ankara,İzmir,Kara,1131.43,154.4,Bireysel,1,Diesel,Petrol,2,72.05949181077054,12000.0,0.2,0.45,13.896,Ankara_İzmir
43,Kayseri,Bursa,Hava,1860.69,784.2,Bireysel,1,Electric,Diesel,1,53.11632756821756,4000.0,0.4651725,0.05,18.239413725,Kayseri_Bursa
44,Samsun,İzmir,Kara,1689.28,502.5,Bireysel,1,Hybrid,Electric,1,48.21999865538011,,,,,Samsun_İzmir
45,Kayseri,İstanbul,Kara,1353.32,567.5,Bireysel,1,Diesel,Diesel,0,86.3874957087651,12000.0,0.2,0.45,51.075,Kayseri_İstanbul
46,Antalya,Adana,Deniz,282.54,1131.0,Bireysel,0,Hybrid,Diesel,0,53.308351123268615,,,,,Antalya_Adana
47,Ankara,İzmir,Kara,512.19,439.0,Bireysel,1,Hybrid,Petrol,1,77.62454003455645,,,,,Ankara_İzmir
48,Bursa,Konya,Kara,1751.64,623.2,Bireysel,1,Electric,Electric,0,63.17429395787643,4000.0,0.43791,0.05,13.645275600000002,Bursa_Konya
49,Konya,Ankara,Kara,369.7,512.3,Bireysel,0,Diesel,Petrol,2,75.87964999690608,12000.0,0.2,0.45,46.107,Konya_Ankara
50,Gaziantep,Ankara,Deniz,560.49,1899.6,Bireysel,1,Electric,Petrol,1,53.96803513136391,4000.0,0.2,0.05,18.996,Gaziantep_Ankara
51,İzmir,İstanbul,Kara,263.55,1892.1,Bireysel,1,Diesel,Petrol,1,79.24854022920918,12000.0,0.2,0.45,170.289,İzmir_İstanbul
52,İstanbul,İzmir,Hava,1353.84,1239.4,Kurumsal,1,Diesel,Diesel,0,37.06905471353448,12000.0,0.2,0.45,111.546,İstanbul_İzmir
53,Bursa,Adana,Hava,1888.24,1852.8,Kurumsal,1,Diesel,Diesel,1,44.56677859127613,12000.0,0.2,0.45,166.752,Bursa_Adana
54,Ankara,Gaziantep,Kara,541.59,1582.3,Bireysel,1,Electric,Petrol,0,86.33386297990229,4000.0,0.2,0.05,15.823000000000002,Ankara_Gaziantep
55,Gaziantep,Samsun,Hava,953.44,1200.4,Kurumsal,0,Diesel,Petrol,1,54.030363212588455,12000.0,0.2,0.45,108.03600000000002,Gaziantep_Samsun
56,Bursa,Konya,Kara,1270.51,62.5,Kurumsal,1,Electric,Petrol,0,45.02056529324122,4000.0,0.3176275,0.05,0.9925859375,Bursa_Konya
57,Ankara,Bursa,Kara,1998.94,1556.4,Kurumsal,1,Hybrid,Petrol,1,42.53713394055615,,,,,Ankara_Bursa
58,Adana,İstanbul,Hava,214.09,1419.9,Bireysel,0,Diesel,Electric,1,14.710986478043049,12000.0,0.2,0.45,127.791,Adana_İstanbul
59,Adana,Antalya,Hava,999.65,1249.7,Bireysel,0,Hybrid,Electric,0,57.50250571441693,,,,,Adana_Antalya
60,Kayseri,Gaziantep,Hava,773.31,1532.8,Bireysel,1,Electric,Petrol,2,69.98452035892826,4000.0,0.2,0.05,15.328,Kayseri_Gaziantep
61,Bursa,İstanbul,Kara,1732.31,1050.2,Bireysel,1,Electric,Diesel,1,70.88187983105699,4000.0,0.4330775,0.05,22.740899525000003,Bursa_İstanbul
62,Adana,İstanbul,Kara,954.56,1423.0,Bireysel,1,Hybrid,Electric,1,51.6342876895997,,,,,Adana_İstanbul
63,Ankara,Adana,Kara,226.4,1873.6,Bireysel,1,Electric,Diesel,1,76.25945789935231,4000.0,0.2,0.05,18.736,Ankara_Adana
64,Kayseri,Gaziantep,Kara,1270.68,782.8,Kurumsal,1,Hybrid,Electric,1,80.96007391864934,,,,,Kayseri_Gaziantep
65,Ankara,İstanbul,Kara,1542.71,1430.8,Kurumsal,0,Hybrid,Diesel,1,34.81797662550282,,,,,Ankara_İstanbul
66,Kayseri,Antalya,Kara,10.75,977.6,Bireysel,1,Hybrid,Diesel,1,85.76996064403488,,,,,Kayseri_Antalya
67,Bursa,İstanbul,Kara,1718.62,1365.1,Bireysel,1,Hybrid,Diesel,0,71.65451938207839,,,,,Bursa_İstanbul
68,Gaziantep,Konya,Kara,376.12,1537.6,Bireysel,1,Hybrid,Petrol,2,69.37650331810308,,,,,Gaziantep_Konya
69,Konya,İstanbul,Kara,1106.38,138.6,Kurumsal,1,Hybrid,Petrol,0,19.385867956854057,,,,,Konya_İstanbul
70,Samsun,Bursa,Kara,834.52,1310.9,Bireysel,1,Diesel,Petrol,1,61.59345009228293,12000.0,0.2,0.45,117.98100000000002,Samsun_Bursa
71,Gaziantep,Samsun,Hava,1440.71,492.1,Bireysel,1,Electric,Petrol,1,68.31280352934054,4000.0,0.3601775,0.05,8.862167387500001,Gaziantep_Samsun
72,Antalya,İstanbul,Kara,745.47,1356.6,Bireysel,1,Electric,Electric,1,81.06441119548515,4000.0,0.2,0.05,13.566,Antalya_İstanbul
73,Ankara,Bursa,Deniz,1740.18,963.2,Bireysel,1,Electric,Diesel,0,57.18718618075457,4000.0,0.435045,0.05,20.951767200000003,Ankara_Bursa
74,Antalya,Adana,Hava,1462.34,1558.4,Bireysel,1,Diesel,Petrol,2,46.4745237114306,12000.0,0.2,0.45,140.25600000000003,Antalya_Adana
75,Gaziantep,Adana,Kara,1297.19,290.6,Bireysel,1,Hybrid,Petrol,1,50.38843999623569,,,,,Gaziantep_Adana
76,Kayseri,Gaziantep,Hava,1593.5,1271.3,Kurumsal,1,Electric,Petrol,2,38.03372454764634,4000.0,0.398375,0.05,25.322706875,Kayseri_Gaziantep
77,Samsun,İstanbul,Kara,1509.28,593.0,Kurumsal,1,Diesel,Petrol,1,69.0969888672195,12000.0,0.2,0.45,53.370000000000005,Samsun_İstanbul
78,Samsun,Konya,Kara,76.7,1713.3,Kurumsal,1,Hybrid,Electric,2,47.37997853063237,,,,,Samsun_Konya
79,İstanbul,Antalya,Kara,792.5,1860.3,Kurumsal,1,Diesel,Electric,2,31.86943879213084,12000.0,0.2,0.45,167.42700000000002,İstanbul_Antalya
80,Samsun,Konya,Kara,1861.96,1993.0,Bireysel,1,Hybrid,Petrol,1,55.82556791551249,,,,,Samsun_Konya
81,Konya,İzmir,Kara,255.82,1602.2,Bireysel,1,Hybrid,Diesel,1,83.5055984477035,,,,,Konya_İzmir
82,Samsun,Gaziantep,Kara,1475.51,1519.8,Kurumsal,1,Electric,Electric,1,68.98308594952334,4000.0,0.3688775,0.05,28.031001225,Samsun_Gaziantep
83,Gaziantep,İzmir,Hava,1949.31,470.2,Kurumsal,1,Diesel,Diesel,1,86.33432496543426,12000.0,0.2,0.45,42.318000000000005,Gaziantep_İzmir
84,İstanbul,Samsun,Hava,109.14,705.2,Bireysel,0,Hybrid,Electric,2,48.95433487519172,,,,,İstanbul_Samsun
85,Gaziantep,Konya,Kara,1365.98,958.1,Bireysel,1,Hybrid,Petrol,2,59.93256248574352,,,,,Gaziantep_Konya
86,Gaziantep,İzmir,Hava,938.97,1558.1,Bireysel,1,Electric,Petrol,2,68.33176114348328,4000.0,0.2347425,0.05,18.2876144625,Gaziantep_İzmir
87,İzmir,Ankara,Kara,1160.45,1834.2,Bireysel,1,Electric,Diesel,2,61.567010545952805,4000.0,0.2901125,0.05,26.606217375000003,İzmir_Ankara
88,İstanbul,Bursa,Kara,175.26,418.8,Bireysel,1,Diesel,Electric,0,77.19460069635113,12000.0,0.2,0.45,37.692,İstanbul_Bursa
89,Gaziantep,İzmir,Hava,90.8,1848.6,Bireysel,0,Electric,Diesel,1,34.894600639222986,4000.0,0.2,0.05,18.486,Gaziantep_İzmir
90,İzmir,Ankara,Kara,1335.4,1406.5,Bireysel,1,Electric,Petrol,1,90.43347351295138,4000.0,0.33385,0.05,23.47800125,İzmir_Ankara
91,İzmir,Ankara,Kara,1647.5,1241.0,Bireysel,1,Electric,Electric,1,64.90220295933207,4000.0,0.411875,0.05,25.55684375,İzmir_Ankara
92,İstanbul,Adana,Kara,1565.12,439.7,Kurumsal,1,Electric,Electric,0,54.504763409058434,4000.0,0.3912799999999999,0.05,8.602290799999999,İstanbul_Adana
93,Antalya,İstanbul,Kara,1089.89,158.3,Bireysel,1,Electric,Petrol,0,33.613481465440216,4000.0,0.2724725,0.05,2.1566198375,Antalya_İstanbul
94,Kayseri,Ankara,Deniz,204.23,1158.5,Bireysel,1,Diesel,Petrol,0,92.58812034925836,12000.0,0.2,0.45,104.265,Kayseri_Ankara
95,Konya,Adana,Kara,1377.65,1320.5,Bireysel,1,Hybrid,Diesel,1,30.8664006340568,,,,,Konya_Adana
96,Kayseri,İzmir,Deniz,487.57,461.0,Kurumsal,1,Electric,Petrol,1,52.2555669510781,4000.0,0.2,0.05,4.61,Kayseri_İzmir
97,Samsun,Bursa,Kara,1822.58,1135.1,Bireysel,1,Diesel,Petrol,1,10.0,12000.0,0.2,0.45,102.159,Samsun_Bursa
98,Konya,İstanbul,Kara,1677.34,1720.2,Kurumsal,0,Hybrid,Diesel,1,51.78198870577344,,,,,Konya_İstanbul
99,Samsun,Gaziantep,Kara,1420.22,1678.4,Bireysel,0,Hybrid,Petrol,2,46.86943658681346,,,,,Samsun_Gaziantep
100,Gaziantep,Konya,Hava,1897.95,1858.3,Kurumsal,1,Hybrid,Electric,0,75.64390729511054,,,,,Gaziantep_Konya
101,Ankara,Konya,Kara,67.69,763.5,Kurumsal,1,Diesel,Diesel,2,23.570981928118705,12000.0,0.2,0.45,68.715,Ankara_Konya
102,İstanbul,İzmir,Hava,1473.72,670.2,Bireysel,1,Diesel,Diesel,2,61.16322891260876,12000.0,0.2,0.45,60.31800000000001,İstanbul_İzmir
103,Konya,Kayseri,Hava,663.83,1511.4,Bireysel,1,Hybrid,Diesel,1,83.0711927613589,,,,,Konya_Kayseri
104,Konya,Kayseri,Kara,1812.6,890.7,Bireysel,0,Electric,Diesel,1,62.15450971103818,4000.0,0.45315,0.05,20.18103525,Konya_Kayseri
105,Gaziantep,İzmir,Deniz,537.02,220.7,Bireysel,1,Electric,Diesel,0,10.0,4000.0,0.2,0.05,2.2070000000000003,Gaziantep_İzmir
106,Antalya,Ankara,Hava,1451.09,601.5,Bireysel,1,Hybrid,Petrol,1,63.57367086833784,,,,,Antalya_Ankara
107,İzmir,İstanbul,Hava,1755.91,866.2,Bireysel,1,Hybrid,Petrol,0,93.85705356442172,,,,,İzmir_İstanbul
108,Gaziantep,Konya,Kara,88.11,620.4,Bireysel,1,Hybrid,Petrol,0,69.08625865047163,,,,,Gaziantep_Konya
109,Adana,Konya,Kara,798.31,697.8,Bireysel,0,Electric,Petrol,1,60.08543665320352,4000.0,0.2,0.05,6.978000000000001,Adana_Konya
110,İzmir,Ankara,Kara,1525.81,622.9,Bireysel,0,Hybrid,Petrol,1,82.12732104354242,,,,,İzmir_Ankara
111,İstanbul,Konya,Kara,912.56,130.9,Bireysel,1,Hybrid,Petrol,1,42.09741949980857,,,,,İstanbul_Konya
112,İzmir,Gaziantep,Kara,538.17,1292.3,Bireysel,1,Hybrid,Diesel,1,60.85219685304983,,,,,İzmir_Gaziantep
113,Antalya,İstanbul,Hava,443.51,1214.7,Bireysel,0,Diesel,Petrol,2,44.21659290883101,12000.0,0.2,0.45,109.323,Antalya_İstanbul
114,İzmir,Samsun,Kara,267.38,1324.1,Bireysel,0,Electric,Diesel,2,50.179657534963965,4000.0,0.2,0.05,13.241,İzmir_Samsun
115,İstanbul,Konya,Kara,1714.97,425.0,Bireysel,1,Electric,Diesel,0,84.504042520869,4000.0,0.4287425,0.05,9.110778125,İstanbul_Konya
116,Antalya,İzmir,Deniz,1152.83,626.5,Kurumsal,1,Diesel,Petrol,2,72.0496387855434,12000.0,0.2,0.45,56.385000000000005,Antalya_İzmir
117,Kayseri,Gaziantep,Hava,157.39,1258.3,Bireysel,1,Electric,Diesel,0,73.17375013659989,4000.0,0.2,0.05,12.583,Kayseri_Gaziantep
118,Konya,Samsun,Kara,768.25,1219.3,Bireysel,1,Diesel,Electric,2,61.1610686430395,12000.0,0.2,0.45,109.737,Konya_Samsun
119,Konya,Gaziantep,Hava,738.63,1037.3,Bireysel,0,Hybrid,Petrol,1,65.43529471596949,,,,,Konya_Gaziantep
120,Samsun,Adana,Kara,367.57,733.3,Kurumsal,1,Diesel,Electric,0,88.8211397480319,12000.0,0.2,0.45,65.997,Samsun_Adana
121,Kayseri,Samsun,Kara,873.84,1830.2,Kurumsal,0,Electric,Electric,1,32.38739749980006,4000.0,0.21846,0.05,19.991274600000004,Kayseri_Samsun
122,Kayseri,Antalya,Hava,667.54,712.6,Kurumsal,1,Hybrid,Electric,1,10.0,,,,,Kayseri_Antalya
123,İzmir,Samsun,Kara,686.9,938.5,Bireysel,1,Electric,Petrol,2,40.76613367505125,4000.0,0.2,0.05,9.385000000000002,İzmir_Samsun
124,Konya,İzmir,Kara,1479.36,1372.3,Bireysel,1,Electric,Electric,1,56.69512229481752,4000.0,0.36984,0.05,25.3765716,Konya_İzmir
125,İstanbul,Ankara,Kara,450.41,1108.9,Bireysel,1,Electric,Diesel,2,88.43699066741942,4000.0,0.2,0.05,11.089000000000002,İstanbul_Ankara
126,Bursa,Gaziantep,Kara,1285.51,726.4,Bireysel,1,Electric,Diesel,2,74.87974805555403,4000.0,0.3213775,0.05,11.6724308,Bursa_Gaziantep
127,Bursa,Ankara,Kara,1143.45,899.5,Kurumsal,1,Hybrid,Diesel,2,54.08851750916811,,,,,Bursa_Ankara
128,Antalya,İzmir,Kara,1138.34,1599.2,Bireysel,1,Hybrid,Diesel,1,35.55009924059867,,,,,Antalya_İzmir
129,Konya,Gaziantep,Hava,1327.7,592.4,Kurumsal,1,Hybrid,Petrol,1,39.107452809496834,,,,,Konya_Gaziantep
130,Konya,Gaziantep,Hava,1099.02,327.4,Bireysel,1,Electric,Petrol,2,38.2744745948843,4000.0,0.2747549999999999,0.05,4.49773935,Konya_Gaziantep
131,Bursa,Kayseri,Kara,1759.11,660.7,Kurumsal,1,Electric,Diesel,0,58.18367488237183,4000.0,0.4397775,0.05,14.5280497125,Bursa_Kayseri
132,Konya,Bursa,Kara,1352.78,1706.6,Bireysel,1,Electric,Petrol,1,71.3995481938054,4000.0,0.3381949999999999,0.05,28.85817935,Konya_Bursa
133,İzmir,Antalya,Kara,1096.19,223.5,Bireysel,1,Electric,Electric,1,59.47014291115284,4000.0,0.2740475,0.05,3.0624808125,İzmir_Antalya
134,Adana,Kayseri,Kara,1660.38,1983.8,Bireysel,1,Electric,Petrol,1,89.80274234278505,4000.0,0.415095,0.05,41.173273050000006,Adana_Kayseri
135,Ankara,Antalya,Hava,1214.26,1105.0,Bireysel,1,Electric,Diesel,1,60.71565901348424,4000.0,0.303565,0.05,16.77196625,Ankara_Antalya
136,Kayseri,Konya,Kara,585.83,1970.4,Bireysel,1,Hybrid,Diesel,0,51.60093037669618,,,,,Kayseri_Konya
137,Samsun,Ankara,Kara,418.15,1881.0,Kurumsal,1,Electric,Petrol,1,13.611594666922072,4000.0,0.2,0.05,18.81,Samsun_Ankara
138,Antalya,Konya,Hava,308.89,933.0,Bireysel,1,Diesel,Petrol,2,83.27094068212304,12000.0,0.2,0.45,83.97000000000001,Antalya_Konya
139,Adana,Kayseri,Hava,1799.41,437.1,Bireysel,1,Hybrid,Petrol,1,35.553086053570624,,,,,Adana_Kayseri
140,Bursa,Konya,Hava,1421.72,371.5,Bireysel,1,Diesel,Diesel,1,58.47622114751796,12000.0,0.2,0.45,33.435,Bursa_Konya
141,Kayseri,İstanbul,Kara,1875.07,518.0,Bireysel,1,Hybrid,Petrol,1,61.03225310870104,,,,,Kayseri_İstanbul
142,Konya,Adana,Kara,1208.57,1434.8,Kurumsal,1,Diesel,Petrol,1,77.04696517258441,12000.0,0.2,0.45,129.132,Konya_Adana
143,Samsun,Antalya,Kara,949.43,582.3,Kurumsal,1,Hybrid,Electric,0,111.01792800641572,,,,,Samsun_Antalya
144,Konya,İzmir,Kara,124.13,715.8,Kurumsal,1,Hybrid,Petrol,0,41.20250846319565,,,,,Konya_İzmir
145,İstanbul,İzmir,Hava,1344.93,925.1,Kurumsal,1,Diesel,Electric,1,69.64649927324574,12000.0,0.2,0.45,83.25900000000001,İstanbul_İzmir
146,İstanbul,Bursa,Hava,1166.51,1830.8,Kurumsal,1,Diesel,Petrol,1,56.123746250863526,12000.0,0.2,0.45,164.77200000000002,İstanbul_Bursa
147,Samsun,Ankara,Hava,1980.47,419.3,Bireysel,1,Diesel,Diesel,2,66.02973267472625,12000.0,0.2,0.45,37.737,Samsun_Ankara
148,Samsun,Ankara,Hava,482.12,59.8,Kurumsal,1,Diesel,Diesel,0,70.42018333522061,12000.0,0.2,0.45,5.382000000000001,Samsun_Ankara
149,Bursa,İstanbul,Kara,1063.82,167.2,Bireysel,1,Diesel,Diesel,1,48.79146096794916,12000.0,0.2,0.45,15.048,Bursa_İstanbul
150,Samsun,Antalya,Hava,1303.66,1814.3,Bireysel,1,Electric,Electric,1,52.65127498943824,4000.0,0.325915,0.05,29.565379225,Samsun_Antalya
151,İzmir,Bursa,Kara,1290.96,1312.7,Bireysel,1,Diesel,Electric,2,92.5018967458394,12000.0,0.2,0.45,118.143,İzmir_Bursa
152,Konya,Kayseri,Kara,1124.78,582.4,Kurumsal,1,Diesel,Diesel,1,80.95201787992544,12000.0,0.2,0.45,52.416,Konya_Kayseri
153,Adana,Ankara,Kara,1554.97,395.5,Kurumsal,1,Diesel,Electric,0,85.736124623612,12000.0,0.2,0.45,35.595,Adana_Ankara
154,Gaziantep,İzmir,Kara,413.94,623.8,Bireysel,1,Hybrid,Petrol,1,51.22361232443348,,,,,Gaziantep_İzmir
155,Samsun,Konya,Kara,1452.63,273.9,Kurumsal,1,Electric,Diesel,1,57.828783269707166,4000.0,0.3631575,0.05,4.973441962500001,Samsun_Konya
156,Antalya,Konya,Deniz,1241.37,1886.0,Kurumsal,1,Electric,Diesel,0,89.45600660938703,4000.0,0.3103424999999999,0.05,29.26529775,Antalya_Konya
157,İstanbul,Bursa,Kara,1792.67,1579.2,Bireysel,1,Diesel,Electric,1,51.80744305481596,12000.0,0.2,0.45,142.128,İstanbul_Bursa
158,İzmir,Antalya,Kara,1695.15,951.7,Bireysel,1,Diesel,Petrol,2,78.42299414870169,12000.0,0.2,0.45,85.65300000000002,İzmir_Antalya
159,Kayseri,Antalya,Kara,633.72,1736.7,Kurumsal,1,Hybrid,Diesel,0,30.83548144610464,,,,,Kayseri_Antalya
160,Gaziantep,Adana,Hava,556.09,536.4,Bireysel,1,Hybrid,Electric,0,44.62054610318059,,,,,Gaziantep_Adana
161,Adana,Samsun,Kara,1963.4,1448.4,Bireysel,1,Electric,Electric,1,52.704820019667046,4000.0,0.49085,0.05,35.547357,Adana_Samsun
162,Gaziantep,Ankara,Hava,1056.89,1719.5,Bireysel,1,Electric,Electric,1,47.430209111726825,4000.0,0.2642225,0.05,22.716529437500004,Gaziantep_Ankara
163,Samsun,Antalya,Kara,1813.31,745.7,Bireysel,1,Hybrid,Petrol,1,43.08154235863982,,,,,Samsun_Antalya
164,Bursa,İzmir,Hava,331.94,1527.1,Kurumsal,0,Hybrid,Petrol,1,53.61582328507156,,,,,Bursa_İzmir
165,İstanbul,Bursa,Kara,1287.42,625.4,Bireysel,1,Diesel,Electric,1,74.81655116058387,12000.0,0.2,0.45,56.286,İstanbul_Bursa
166,İstanbul,Kayseri,Hava,1620.67,632.8,Kurumsal,1,Hybrid,Electric,1,67.49240895664546,,,,,İstanbul_Kayseri
167,Kayseri,Adana,Hava,1895.05,258.8,Kurumsal,0,Diesel,Diesel,2,77.51402277989595,12000.0,0.2,0.45,23.292,Kayseri_Adana
168,Bursa,Gaziantep,Kara,677.99,908.1,Kurumsal,1,Hybrid,Petrol,0,81.55740550926542,,,,,Bursa_Gaziantep
169,Konya,İstanbul,Kara,1451.34,1472.9,Bireysel,1,Diesel,Electric,1,66.78728440276667,12000.0,0.2,0.45,132.561,Konya_İstanbul
170,Ankara,Kayseri,Kara,1079.93,1883.4,Bireysel,1,Diesel,Electric,1,51.73060787492111,12000.0,0.2,0.45,169.50600000000003,Ankara_Kayseri
171,İzmir,Gaziantep,Kara,125.95,1227.4,Bireysel,1,Hybrid,Diesel,1,39.507674256407725,,,,,İzmir_Gaziantep
172,İstanbul,Konya,Kara,1381.55,1733.1,Bireysel,1,Electric,Electric,1,76.94145650084926,4000.0,0.3453875,0.05,29.9295538125,İstanbul_Konya
173,Antalya,İstanbul,Hava,1381.74,1653.9,Kurumsal,1,Electric,Diesel,1,62.02836097200712,4000.0,0.345435,0.05,28.565747325,Antalya_İstanbul
174,İstanbul,Ankara,Kara,1861.56,388.0,Bireysel,1,Hybrid,Diesel,2,62.1362694151585,,,,,İstanbul_Ankara
175,Gaziantep,İzmir,Kara,997.14,997.3,Bireysel,1,Electric,Electric,1,93.14825033430836,4000.0,0.249285,0.05,12.430596525,Gaziantep_İzmir
176,İstanbul,Bursa,Kara,464.35,278.0,Bireysel,0,Electric,Diesel,1,57.94199222352894,4000.0,0.2,0.05,2.78,İstanbul_Bursa
